Do. Jän. 25 15:28:11 2024 1706192891518 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "version " "626"
Do. Jän. 25 15:28:33 2024 1706192913820 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:33 2024 1706192913823 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:33 2024 1706192913826 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:28:33 2024 1706192913828 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:28:33 2024 1706192913830 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0367129"
Do. Jän. 25 15:28:33 2024 1706192913832 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:28:33 2024 1706192913833 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:28:33 2024 1706192913834 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:33 2024 1706192913836 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 39"
Do. Jän. 25 15:28:33 2024 1706192913837 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 48783"
Do. Jän. 25 15:28:34 2024 1706192914084 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":7,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":7,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":10,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":7,\"moving_m\":0,\"moving_h\":0,\"speed\":0,\"speed_avg\":18.88477834524435,\"speed_color\":\"\",\"speed_lapavg\":18.88477834524435,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.036712886610813684,\"heart\":76,\"heart_color\":\"\",\"heart_avg\":76.28571428571429,\"heart_lapavg\":76.28571428571429,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.036139455782313,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":0,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":39,\"cranktime\":48783,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:34 2024 1706192914237 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c e4 02 e8 02"
Do. Jän. 25 15:28:34 2024 1706192914241 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:34 2024 1706192914242 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c e4 02 e8 02"
Do. Jän. 25 15:28:34 2024 1706192914244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:34 2024 1706192914245 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c e4 02 e8 02"
Do. Jän. 25 15:28:34 2024 1706192914247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:34 2024 1706192914248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4c e4 02 e8 02"
Do. Jän. 25 15:28:34 2024 1706192914250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 76"
Do. Jän. 25 15:28:34 2024 1706192914576 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:34 2024 1706192914810 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:34 2024 1706192914812 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:34 2024 1706192914815 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:28:34 2024 1706192914817 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:28:34 2024 1706192914819 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0367129"
Do. Jän. 25 15:28:34 2024 1706192914820 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:28:34 2024 1706192914821 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:28:34 2024 1706192914823 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:34 2024 1706192914824 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 39"
Do. Jän. 25 15:28:34 2024 1706192914825 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 48783"
Do. Jän. 25 15:28:35 2024 1706192915083 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":7,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":7,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":10,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":7,\"moving_m\":0,\"moving_h\":0,\"speed\":0,\"speed_avg\":18.88477834524435,\"speed_color\":\"\",\"speed_lapavg\":18.88477834524435,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.036712886610813684,\"heart\":76,\"heart_color\":\"\",\"heart_avg\":76.26666666666667,\"heart_lapavg\":76.26666666666667,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.0344967532467533,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":0,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":39,\"cranktime\":48783,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:35 2024 1706192915253 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d e8 02"
Do. Jän. 25 15:28:35 2024 1706192915256 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:35 2024 1706192915258 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d e8 02"
Do. Jän. 25 15:28:35 2024 1706192915261 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:35 2024 1706192915262 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d e8 02"
Do. Jän. 25 15:28:35 2024 1706192915264 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:35 2024 1706192915265 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d e8 02"
Do. Jän. 25 15:28:35 2024 1706192915266 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:35 2024 1706192915578 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:35 2024 1706192915801 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:35 2024 1706192915804 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:35 2024 1706192915806 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:28:35 2024 1706192915808 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:28:35 2024 1706192915809 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0367129"
Do. Jän. 25 15:28:35 2024 1706192915811 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:28:35 2024 1706192915812 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:28:35 2024 1706192915813 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:35 2024 1706192915814 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 39"
Do. Jän. 25 15:28:35 2024 1706192915815 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 48783"
Do. Jän. 25 15:28:36 2024 1706192916083 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":7,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":7,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":10,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":7,\"moving_m\":0,\"moving_h\":0,\"speed\":0,\"speed_avg\":18.88477834524435,\"speed_color\":\"\",\"speed_lapavg\":18.88477834524435,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.036712886610813684,\"heart\":77,\"heart_color\":\"\",\"heart_avg\":76.3125,\"heart_lapavg\":76.3125,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.032996894409938,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":0,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":39,\"cranktime\":48783,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
Do. Jän. 25 15:28:36 2024 1706192916254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d 00 03"
Do. Jän. 25 15:28:36 2024 1706192916257 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:36 2024 1706192916259 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d 00 03"
Do. Jän. 25 15:28:36 2024 1706192916260 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:36 2024 1706192916262 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d 00 03"
Do. Jän. 25 15:28:36 2024 1706192916263 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:36 2024 1706192916264 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 4d 00 03"
Do. Jän. 25 15:28:36 2024 1706192916266 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 77"
Do. Jän. 25 15:28:36 2024 1706192916576 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:28:36 2024 1706192916791 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 00 00 27 00 8f be"
Do. Jän. 25 15:28:36 2024 1706192916794 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 0"
Do. Jän. 25 15:28:36 2024 1706192916797 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:28:36 2024 1706192916799 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:28:36 2024 1706192916801 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.0367129"
Do. Jän. 25 15:28:36 2024 1706192916802 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:28:36 2024 1706192916803 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:28:36 2024 1706192916805 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 0.219594"
Do. Jän. 25 15:28:36 2024 1706192916806 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 39"
Do. Jän. 25 15:28:36 2024 1706192916807 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 48783"
Do. Jän. 25 15:28:37 2024 1706192917083 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":7,\"elapsed_m\":0,\"elapsed_h\":0,\"lapelapsed_s\":7,\"lapelapsed_m\":0,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":10,\"avgpace_m\":3,\"avgpace_h\":0,\"maxpace_s\":43,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":7,\"moving_m\":0,\"moving_h\":0,\"speed\":0,\"speed_avg\":18.88477834524435,\"speed_color\":\"\",\"speed_lapavg\":18.88477834524435,\"speed_lapmax\":21.99045553145336,\"calories\":0.21959354375,\"distance\":0.036712886610813684,\"heart\":77,\"heart_color\":\"\",\"heart_avg\":76.3529411764706,\"heart_lapavg\":76.3529411764706,\"heart_max\":78,\"heart_lapmax\":78,\"jouls\":84.98199999999999,\"elevation\":0,\"difficult\":1,\"watts\":0,\"watts_avg\":17,\"watts_color\":\"\",\"watts_lapavg\":17,\"watts_max\":21,\"watts_lapmax\":21,\"kgwatts\":0,\"kgwatts_avg\":0.22666666666666685,\"kgwatts_max\":0.28,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":0,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1,\"power_zone_lapavg\":1.031622023809524,\"power_zone_lapmax\":1.1875,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":38.826642602688665,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":38.826642602688665,\"peloton_resistance_lapmax\":38.826642602688665,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":57.58874064708413,\"cadence_lapavg\":57.58874064708413,\"cadence_lapmax\":66.63774403470715,\"resistance\":0,\"resistance_avg\":38.826642602688665,\"resistance_lapavg\":38.826642602688665,\"resistance_lapmax\":38.826642602688665,\"cranks\":39,\"cranktime\":48783,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":0}}"
